ArtikelNR,PG,PGSub,ArtikelType,OmsNederlands,OmsEngels,OmsFrans,Unnamed: 7,Unnamed: 8,A5 ARTIKELTYPE,Synoniem,Unnamed: 11,Unnamed: 12
127194,Diversen,,DIVERSEN,KERSTEN BORD BEWERKT Ø 38 CM ZILVER ALUMINIUM, , ,0.7056978909721933,0.012421233828215583,,,,
157756,Diversen,,DIVERSEN,OLIELANTAARN METAAL 25.5X11X11CM,OIL LANTERN METAL 25.5X11X11CM, ,0.24524373429006974,0.01246662273792376,,,,
286421,Gereedschappen,Overigen gereedschappen,DIVERSEN,HOTECHE WOOD FLAT DRILL BIT SET 13MM,HOTECHE WOOD FLAT DRILL BIT SET 13MM,HOTECHE FORET PLAT POUR BOIS 13MM,0.48979810690268955,0.012474215684291523,,,,
324485,Diversen,,DIVERSEN,BEDSPREI INCA 130X180CM KATOEN TERRACOTTA, ,JETE LIT TUFT INCA 130X180CM COTON GRIS,0.4476276288076684,0.012492652523060421,,,,
221350,Diversen,,DIVERSEN,STER PAPIER ROOD 5 PUNT 2ASS 60CM, ,ETOILE PAPIER ROUGE 5 POINTS 2ASS 60CM,0.8555509337982293,0.012493031688180833,,,,
191205,Tuin,Overigen tuin,DOEKEN,SCHADUWDOEK 3.6 X 3.6 X 3.6 M 4ASS,SUNSHADE 3.6 X 3.6 X 3.6 M 4ASS, ,0.9399493852276953,0.0004661094165080426,,,,
243401,Tuin,Overigen tuin,DOEKEN,SCHADUWDOEK DRIEHOEK 3.6X3.6X3.6M ZAND,SUNSHADE TRIANGLE 3.6X3.6X3.6M SAND,VOILE D OMBRAGE CARRE 3.6X3.6X3.6M SABLE,0.3061779444614062,0.007038448718720947,,,,
153357,Huishoud,Overigen huishoud,DOEKEN,KEUKENDOEK 50 X 55 CM SAVANNE GRIJS,DISHRAG 50 X 55 CM SAVANNE GREY, ,0.5338671770498306,0.008698716927491912,,,,
135587,Diversen,,DOEKJES,REINIGINGSDOEK VOCHTIG,CLEANING CLOTH MOIST,LINGETTES(80) HUMIDES,0.6451883798764358,0.007304151951413873,,,,
135406,Gereedschappen,Handgereedschappen niet-elektrisch,DOPPEN,"BETA DOP 3/8"" 6-KANT 20 MM 910A", , ,0.7906181027408183,0.000584097917614379,,,,
11989,Gereedschappen,Handgereedschappen niet-elektrisch,DOPPEN,"BETA DOP 1/4"" 6-KANT 4 MM", , ,0.9607510387670385,0.0015302378283041929,,,,
33046,Gereedschappen,Handgereedschappen niet-elektrisch,DOPPEN,"BETA DOP 3/8"" LANG 12-KANT 9/16""", , ,0.3670697552037875,0.005382367207959593,,,,
12085,Gereedschappen,Handgereedschappen niet-elektrisch,DOPPEN,"BETA DOP 1/2"" 12-KANT 21 MM", , ,0.8789214462489714,0.008446549300035744,,,,
12044,Gereedschappen,Handgereedschappen niet-elektrisch,DOPPEN,"BETA DOP 3/8"" 12-KANT 16 MM", , ,0.2042964903651412,0.010522670704622317,,,,
50709,Hout- en bouwmaterialen,Afwerkprofielen,DORPELSTRIPPEN,ELLEN DORPELSTRIP 100 CM DBS, , ,0.28623122389779376,0.0019871515646339155,,,,
91892,Sanitair,Baden en douchebakken,DOUCHECABINES,BZ REFLEX HOEKINSTAP 90 X 90 X 185 CM 2-DLG CHR, , ,0.5512018917567039,0.002493937439162597,,,,
91893,Sanitair,Baden en douchebakken,DOUCHECABINES,BZ REFLEX ZIJPANEEL 90 X 185 CM CHR, , ,0.21134481966802166,0.008828114646957541,,,,
9113,Sanitair,Badkameraccessoires,DOUCHEGORDIJNEN,SK VINYLGORDIJN BERTHA 180 CM ZWART-WIT, , ,0.4204678779321792,0.0033606907772284478,,,,
61043,Sanitair,Waterleiding installatiematerialen,DOUCHEGOTEN,BERG 700ZU DOUCHEGOOT 70 X 10 CM Z-UITL 50 MM RVS, , ,0.8727372338752043,0.007049752777656182,,,,
109504,Sanitair,Kranen,DOUCHEKRANEN,VENLO NIMBUS II MS ECO DOUCHEKRAAN 1/2,VENLO NIMBUS II MS ECO SHOWER FAUCET 1/2, ,0.8258495416917638,0.012293019724272436,,,,
126582,Sanitair,Badkameraccessoires,DOUCHES,COCOON HOEKSTOPKRAAN CHR,COCOON ANGLE STOP VALVE CHR, ,0.8550544965317123,0.006526978393345262,,,,
139142,Sanitair,Badkameraccessoires,DOUCHES,COCOON THERM DOUCHEMENGKRAAN GLANS CHR,COCOON THERM SHOWER MIXER POLISHED CHR, ,0.5737388437751034,0.007919093084346462,,,,
139779,Sanitair,Kranen,DOUCHESETS,GROHE TEMPESTA NEW DOUCHESET 60 CM M/ZEEPSCHAAL CHR, , ,0.010708677140132905,0.005436818022209744,,,,
134337,Sanitair,Badkameraccessoires,DOUCHESTANGEN,DOUCHESTANG 110-200CM WIT,SHOWER ROD 110-200CM WHITE,BARRE DE DOUCHE 110-200CM BLANC,0.12981347443747815,0.011462226936207132,,,,
240200,Sanitair,Overigen sanitair,DOUCHEWAND HOUDER,ADJUSTABLE SUPPORT ARM SHOWER SCREEN,ADJUSTABLE SUPPORT ARM SHOWER SCREEN,BRAS DE SUPPORT REGLABLE POUR PAROI FIXE,0.4918640959562629,0.010885290387480318,,,,
232895,Elektra,,DRAAD EN KABEL,VMVL KABEL 3X1.5MM² WIT ROL 5M,VMVL CABLE 3X1.5MM² WIT ROLL 5M, ,0.5384752366452488,0.006706353766366857,,,,
189671,Elektra,Overigen elektra,ELECTRA,JX KND 6 AAN/UIT KNOP VERLICHT ZWART,JX KND 6 ILLUMINATED ROCKER BLACK,JX KND 6 INTERRUPTEUR ILLUMINÉ NOIR,0.9219117269724534,0.004886551805479478,,,,
188816,Elektra,Overigen elektra,ELECTRA,JX PS-570WS 3X1.5 STEKKERD AARDE 5X2P+Z 16A 1.5M WIT,JX PS-570WS 3X1.5 5W EXT LEAD GR 5X2P+Z. 16A 1.5M WHITE,JX PS-570WS 3X1.5 MULTIPR TERRE 5X2P+Z 16A 1.5M BLANC,0.6950662519456995,0.006124799070532316,,,,
188808,Elektra,Overigen elektra,ELECTRA,JX PS-170 3X1 VERLENGSN ENKEL AARDE 2P+Z 10A 10M WIT,JX PS-170 3X1 EXT SINGLE SOCKET GR 2P+Z 10A 10M WHITE,JX PS-170 3X1 RALL 1 PR TERRE 2P+Z 10A 10M BLANC,0.7530820573848743,0.009837726272167058,,,,
187086,Elektra,Overigen elektra,ELEKTRA,ORNO OR-CR-204/W INFRARED MOTION SENSOR 1200W WHITE,ORNO OR-CR-204/W INFRARED MOTION SENSOR 1200W WHITE,ORNO OR-CR-204/W DÉTECTEUR DE MOUV. INFRAROUGE 1200W BLANC,0.35611061874550376,0.009409510221603523,,,,
8139,Elektra,Installatiematerialen,ELEKTROBOCHTEN,ELEKTROBOCHT PVC 90° 1 1/2 (38MM) CREME,CONDUIT BEND PVC 90° 1 1/2 (38MM) CREAM, ,0.21223405650322602,0.005889864170691039,,,,
83344,Elektra,Installatiematerialen,ELEKTROBUIZEN,ELEKTROBUIS FLEX 5/8 (16MM) LOW FRICT CREME GERIBD L=20 M,CONDUIT PIPE FLEX 5/8 (16MM) LOW FRICT CREAM RIBBED L=20 M, ,0.6785826214245588,0.001411057130397353,,,,
256219,Elektra,Installatiematerialen,ELEKTROBUIZEN,ELEKTROBUIS PVC 3/4 (19MM) CREME LOW FRICT L=4 M,CONDUIT PIPE PVC 3/4 CREAM LOW FRICTION L= 4 M, ,0.3523604570563039,0.008893421654568856,,,,
40369,Sanitair,Overigen sanitair,EMMERROOSTERS,GEESA EMMERROOSTER 46 CM CHR, , ,0.219651849564659,0.004716948790896347,,,,
134405,Tuin,Tuindecoratie,ETAGERE,HARMS ETAGERE 4 DRAGERS METAAL 71X174X33 CM, ,HARMS ETAGERE 4 PLANCHES METAL 71X174X33 CM,0.12808231286581162,0.00834743875442423,,,,
8181,Sanitair,Waterleiding installatiematerialen,FIBERRINGEN,"DE BEER FIBER RING 1 1/2"" ROOD", , ,0.09707936821235208,0.008228510740677875,,,,
187592,Diversen,,FITNESS,HALTER 20 KG GIETIJZER,DUMBBELL 20 KG CAST IRON, ,0.7990893973607922,0.0059710891272012345,,,,
222251,Sanitair,Waterleiding installatiematerialen,FITTING ZAKJE,"PUNTSTUK MESSING 3/4"" BU X 15 MM ZAKJE1","STRAIGHT COUPLING BRASS 3/4"" MALE X 15 MM BAG1", ,0.7984356980171562,0.01222998295109079,,,,
87705,Sanitair,Waterleiding installatiematerialen,FITTINGEN DRAAD-,VIEGA NIPPEL VERLOOP 3/8 BU X 1/4 BU BRONS M3247, , ,0.5693676413018701,0.0076584967113348945,,,,
51968,Sanitair,Waterleiding installatiematerialen,FITTINGEN KOPER,STEUNHULS ROODKOPER 15 X 1.0 MM,SUPPORT SLEEVE RED COPPER 15 X 1.0 MM, ,0.7385795587881989,0.009888406601284427,,,,
19711,"Ijzer, staal en non-ferro",Non-ferro,FITTINGEN KOPER,5130R T-STUK VERLOOP ROODKOPER 15 X 22 X 15 MM,5130R REDUCING T-PIECE COPPER 15 X 22 X 15 MM, ,0.5387374574840178,0.01115634243693664,,,,
53954,"Ijzer, staal en non-ferro",Non-ferro,FITTINGEN KOPER,5090 KNIE ROODKOPER 90º 42 MM KIWA + GIVEG,5090 ELBOW COPPER 90º 42 MM KIWA + GIVEG, ,0.8291268013407735,0.011305835804026887,,,,
8237,Sanitair,Waterleiding installatiematerialen,FITTINGEN KUNSTSTOF,VIEGA VERLENGBUIS 6/4 X 40 X 200 MM PVC M6892, , ,0.8300348860614064,0.006945007110917167,,,,
269907,Sanitair,,FITTINGEN PVC,"LESSO DWV FITTING PVC P-TRAP H X H 2"" W/NUT","LESSO DWV FITTING PVC P-TRAP H X H 2"" W/NUT", ,0.4457029954369769,0.0011258584168000185,,,,
269826,Sanitair,,FITTINGEN PVC,"LESSO SCH40 FITTING PVC MALE ADAPTER MIPT X SOC 3/4""","LESSO SCH40 FITTING PVC MALE ADAPTER MIPT X SOC 3/4""", ,0.7430056583529084,0.004651582207605309,,,,
269828,Sanitair,,FITTINGEN PVC,"LESSO SCH40 FITTING PVC MALE ADAPTER MIPT X SOC 1-1/4""","LESSO SCH40 FITTING PVC MALE ADAPTER MIPT X SOC 1-1/4""", ,0.3354257895434283,0.007090296943067065,,,,
43905,Sanitair,Waterleiding installatiematerialen,FITTINGEN PVC DRUK,VERLOOPRING PVC DRUK 25X16MM,REDUCER RING PVC PRESSURE 25X16MM, ,0.3457232009904978,0.0035408539693939645,,,,
13348,Sanitair,Waterleiding installatiematerialen,FITTINGEN PVC DRUK,BOCHT PVC DRUK 90° 25MM 2XLIJMMOF,BEND PVC PRESSURE 90° 25MM M/M, ,0.31175458532447853,0.010549256417021535,,,,
118001,Sanitair,Waterleiding installatiematerialen,FITTINGEN PVC DRUK,VERLOOPSTUK PVC DRUK 25X20X16MM UITWXINWXINW,REDUCER PVC PRESSURE 25X20X16MM MALEXFEMXFEM, ,0.1265266718356568,0.011844012302575369,,,,
518,Sanitair,Waterleiding installatiematerialen,FITTINGEN SOLDEER-,T-STUK VERLOOP MESSING 28 X 15 X 28 MM,REDUCER TEE BRASS 28 X 15 X 28 MM, ,0.7389966554102931,0.005762094314037625,,,,
442,Sanitair,Waterleiding installatiematerialen,FITTINGEN SOLDEER-,KRUISSTUK MESSING 15 MM, , ,0.09264079197057074,0.01111033583579113,,,,
305376,Diversen,,FOLIE,G&B DECORATIE FOLIE WHITEBOARD,G&B DECORATION FOIL WHITEBOARD, ,0.5455912910685057,0.0008948008516960204,,,,
109387,Stationary,Overigen stationary,FRAME,HZ FRAME VOOR 1 ROL 50 CM Ø 240 MM, , ,0.2805469472576576,0.002285531740289004,,,,
79469,Tuin,Gaas- en hekwerk,GAAS,TRICAL KOFFIEGAAS 25 X 1.03 M 20X20 GROEN, , ,0.22979498520439368,0.002411070670959692,,,,
140057,Tuin,Gaas- en hekwerk,GAAS,GELASTE GAAS VERZ 8.3 X 0.8MM X 61CM ROL 2.5M, ,GRILLAGE SOUDÉ GALV 8.3 X 0.8MM X 61CM RL 2.5M,0.30303000500561683,0.0025482847592513957,,,,
79473,Tuin,Gaas- en hekwerk,GAAS,TRICAL INSECTENGAAS 30 X 1.03 M BLAUW, , ,0.22024929653532965,0.007905412443624638,,,,
135664,Gereedschappen,Loodgietergereedschappen,GASSLANG,"PRIMUS GASSLANG Ø 5 MM AANSL 3/8"" X 3/8"" V/D L=2 M", , ,0.33732932753041234,0.005217837030524586,,,,
302778,Stationary,Kantoorartikelen,GELDKISTJES,PAVO GELDKISTJE 8 INCH (20CM) MAT ROOD,PAVO CASH BOX 8 INCH (20CM) MATT RED, ,0.668248009323825,0.0019520759719888758,,,,
306751,Diversen,,GEREEDSCHAP,VERTO HEGGENSCHAAR 550MM BLAD 200MM,VERTO HEDGE TRIMMER 550 MM BLADE 200 MM,VERTO CISAILLE HAIE 200MM,0.15583905425271805,0.0012003543662862937,,,,
173748,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,GRAPHITE MULTIFUNCTIONEEL APPARAAT 180W,GRAPHITE MULTI-FUNCTION TOOL 300W,GRAPHITE MULTI FONCTION 180W,0.718538328924064,0.0012387381398976105,,,,
287168,Gereedschappen,,GEREEDSCHAP,NEO WERKBROEK KORT MET RIEM EN AFNEEMB ZAKKEN M/50,NEO SHORTS HD WEBBING BELT DETACHABLE POCKETS SIZE M/50,NEO SHORTS AVEC CEINTURE & POCHE DETACH TAILLE M/50,0.9845240842780539,0.0013028516695127168,,,,
151904,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,TOPEX SCHROEVENDRAAIER PH3X150MM,TOPEX SCREWDRIVER PH3X150MM,TOPEX TOURNEVIS PH3X150MM,0.7780407500624741,0.0014092364043698513,,,,
325447,Tuin,,GEREEDSCHAP,PRETUL ROUND POINT SHOVEL D-GRIP HANDLE,PRETUL ROUND POINT SHOVEL D-GRIP HANDLE,PRETUL PELLE A POINTE RONDE MANCHE EN FORME DE D,0.7620738305478719,0.0020755090708428625,,,,
274590,Gereedschappen,Handgereedschappen niet-elektrisch,GEREEDSCHAP,7IND HOBBYMES AFBREEKBAAR 3 RESERVE MESSEN,7IND UTILITY KNIFE SNAP-OFF WITH 3 SPARE BLADES, ,0.5787050156161979,0.002787972480551737,,,,
157339,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,NEO WERKBROEK L/52,NEO WORKING TROUSERS L/52,NEO PANTALON TRAVAIL L/52,0.5125156013876744,0.002922103227592565,,,,
153193,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,TOPEX SET VAN BRANDERS,TOPEX BURNER 50MM TUBE 50CM HOSE 15M,TOPEX BRULEUR POUR CHALUMEAU 50MM TUBE 50CM,0.8957684052759846,0.0031534166876892034,,,,
163531,Gereedschappen,Handgereedschappen niet-elektrisch,GEREEDSCHAP,TOPT SCHROEVENDRAAIER SET2,TOPT SCREWDRIVER SET2,TOPT TOURNEVIS SET2,0.4435689295943167,0.004714098076308071,,,,
231679,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,TOPEX MES VOOR MINERALE WOL,TOPEX MINERAL WOOL KNIFE,TOPEX COUTEAU LAIN DE VERRE,0.18871000636732638,0.005702011572646493,,,,
151956,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,TOPEX GEBOGEN RINGSLEUTEL 10X11MM CV,TOPEX OFFSET RING SPANNER 10X11MM CV,TOPEX CLÉ POLYGONALE 10X11MM CV,0.13067754743462012,0.005794011998203286,,,,
256983,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,GRAPHITE MULTITOOL BLAD VOOR KERAMIEK 68MM,GRAPHITE DIAMOND BLADE FOR CERAMIC 68MM,GRAPHITE LAME RECHANGE P/CERAMIQUE 68MM,0.8546574001489204,0.006212454982813642,,,,
151993,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,TOPEX 3D METAALZAAG 300MM,TOPEX 3D HACKSAW FRAME 300MM,TOPEX 3D SCIE À MÉTAUX FRAME 300MM,0.5508375177780638,0.009405658092189406,,,,
163594,Gereedschappen,Handgereedschappen niet-elektrisch,GEREEDSCHAP,TOPT VEILIGHEIDSBRIL GEWOON,TOPT HOUSEHOLD POPULAR GOGGLES,TOPT LUNETTES DE PROTECTION NORMALES,0.3804355860804428,0.010822546030716085,,,,
157355,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,GRAPHITE BOREN VOOR BETON 24X600MM S4 SDS MAX,GRAPHITE CONCRETE DRILLS 24X600MM S4 SDS MAX,GRAPHITE FORET MACON 24X600MM S4 SDS MAX,0.01867395412349826,0.01143802023325291,,,,
153209,Gereedschappen,Overigen gereedschappen,GEREEDSCHAP,TOPEX BIT SET 34 PCS,TOPEX BIT SET 34PCS,TOPEX JEU DE DOUILLES 34PCS,0.2595884760932907,0.011616703912881166,,,,
163546,Gereedschappen,Handgereedschappen niet-elektrisch,GEREEDSCHAP,TOPT MOERSLEUTELS 6-22MM SET12,TOPT COMBINATION SPANNER 6-22MM SET12,TOPT CLEFS A FOURCHES POLYGONALES 12PCS 6-22MM,0.1760568512994014,0.012397353619919116,,,,
127471,Gereedschappen,Overigen gereedschappen,GEREEDSCHAPPEN,DOPBIT-SET ¼INCH 5-13MM 8DLG,SOCKET SET ¼INCH 5-13MM 8PCS,EMBOUTS DOUILLE JEU ¼INCH 5-13MM 8PCS,0.2772057664580805,0.008422376217900762,,,,
282555,Gereedschappen,Handgereedschappen niet-elektrisch,GEREEDSCHAPPEN,HOTECHE FEELER GAUGE LENGTH 100MM SET 20PCS,HOTECHE FEELER GAUGE LENGTH 100MM SET 20PCS,HOTECHE JAUGES FEELER LONGUEUR 100MM 20PCS,0.12470625349526898,0.00978540558617813,,,,
26998,Gereedschappen,Handgereedschappen niet-elektrisch,GEREEDSCHAPPEN,TOPEX HANDZAAG 500MM,TOPEX HAND SAW 500MM,TOPEX SCIE ALLIGATOR 500MM,0.39733827801604316,0.01064226977252336,,,,
251725,Gereedschappen,Handgereedschappen niet-elektrisch,Gereedschappen,HOTECHE MEASURING TAPE 16MMX3M ABS SHELL,HOTECHE MEASURING TAPE 16MMX3M ABS SHELL,HOTECHE METRE RUBAN 3MX16MM BOITE ABS,0.5461644455297786,0.01140309971811826,,,,
127472,Gereedschappen,Overigen gereedschappen,GEREEDSCHAPPEN,DOP ADAPTER SET 1/4-3/8-1/2INCH,SOCKET ADAPTER SET 1/4-3/8-1/2INCH,RALLONGE POUR DOUILLE JEU 1/4-3/8-1/2 INCH,0.5403845875670475,0.0114710299691142,,,,
201745,Raamdecoratie,,GORDIJNACCESSOIRES,INTENSIONS 2 KNOPPEN SAXO 28MM RVS-LOOK,INTENSIONS 2 KNOBS SAXO 28MM SS-LOOK, ,0.15328663986035884,0.0030316899437000666,,,,
218496,Raamdecoratie,,GORDIJNACCESSOIRES,LUANCE EMBRASSE HOUT ROND STRASS ZWART,LUANCE TIEBACK WOOD ROUND STRASS BLACK,LUANCE EMBRASSE BOIS ROND STRASS NOIR,0.2052997223293238,0.003095373810563573,,,,
208577,Raamdecoratie,,GORDIJNACCESSOIRES,INTENSIONS ROEDE 160CM 28MM COMPLEET HOUT KLEI,INTENSIONS ROD 160CM 28MM COMPLETE WOOD CLAY, ,0.813529088692949,0.004798541819015734,,,,
105274,Raamdecoratie,,GORDIJNACCESSOIRES,INTENSIONS TREKSTANG 100 CM STAAL WIT,INTENSIONS PULL BAR 100 CM STEEL WHITE, ,0.26834790601117586,0.007965243315990245,,,,
71212,Raamdecoratie,,GORDIJNACCESSOIRES,DEKO GORDIJNROEDE GARN WIT Ø 28 MM L= 1.60 M, , ,0.5066261349241966,0.009254274784786132,,,,
67536,Raamdecoratie,,GORDIJNACCESSOIRES,ROY SB 14912 N ORCIEL SPIRAAL EIKEL 2 ST SM IJZER ZWART, , ,0.891840578996622,0.012096501967899354,,,,
105270,Raamdecoratie,,GORDIJNACCESSOIRES,INTENSIONS 5 STEUN WAND/PLAFOND 3CM WIT RAIL, , ,0.6978835679697276,0.012265700565990523,,,,
111832,Raamdecoratie,,GORDIJNEN,BERBER 7703 K&K GORDIJN RING 140 X 280 CM BRUIN, , ,0.8674770796374025,0.00399823129056609,,,,
183617,Raamdecoratie,,GORDIJNEN,RINGGORDIJN JACQUARD ELITE 140X260CM NATUREL, ,RIDEAU ANNEAU JACQUARD ELITE 140X260CM NATUREL,0.34112164197393147,0.004087698046006727,,,,
108685,Raamdecoratie,,GORDIJNEN,BERBER 7621 K&K GORDIJN RING 140 X 280 CM LICHT BRUIN,BERBER 7621 READY-TO-USE CURTAIN RING 140 X 280 CM BROWN, ,0.5750009725115474,0.007566905897579468,,,,
202230,Raamdecoratie,,GORDIJNEN,RINGGORDIJN PASTELINE 140 X 260 CM,RING CURTAIN PASTELINE 140 X 260 CM,RIDEAU ANNEAU PASTELINE 140 X 260 CM,0.16933523025098718,0.008307649213111001,,,,
290032,Raamdecoratie,,GORDIJNEN,RINGGORDIJN ATLAS UNI 140X240 CM TERRA,RING CURTAIN ATLAS UNI 140X240 CM TERRA, ,0.08500361193338313,0.01099781303828462,,,,
308824,Tuin,Tuindecoratie,GRONDDOEK,UBBINK GRONDDOEK 2.10X25 M 90 G/M² GROEN, , ,0.273136979042351,0.007687601407300182,,,,
142892,Huishoud,Overigen huishoud,HAARDROGERS,TRISTAR HAARDROGER 2000W,TRISTAR HAIR DRYER 2000W,TRISTAR SÈCHE-CHEVEUX,0.954094700393961,0.0042057197352139974,,,,
149132,Sanitair,Wastafels en toiletten,HAKEN,"URINOIR/ WAST OPHANGHAAK 1/2"" SET2 VZ PL ZK","URINAL/ WASHBASIN HOOK 1/2"" SET2 VZ PL ZK + KK", ,0.9186217130022406,0.009095827227766584,,,,
119932,Verlichting,Overigen verlichting,HALOGEEN LAMPEN,CALEX HALOG LAMP 100W(130W) R7S 78MM 240V HELDER,CALEX HALOG LAMP 100W(130W) R7S 78MM 240V CLEAR,CALEX AMPOULE HALOG 100W(130W) R7S 78MM 240V CLAIRE,0.18806244268033478,0.010187353710338631,,,,
89740,Verlichting,Overigen verlichting,HALOGEENLAMPEN,CALEX HALOG REFL LAMP 35W GU5.3 10º FRB 12V BLIS,CALEX HALOG REFL LAMP 35W GU5.3 10º FRB 12V BLIS,CALEX AMPOULE HALOG RÉFL 35W GU5.3 10º FRB 12V BLIS,0.28864506869829853,0.005941967016806493,,,,
88082,Gereedschappen,Overigen gereedschappen,HAMERBOREN,PGZ HAMERBOOR 5.0 X 110 MM IN ETUI, , ,0.8987029807747287,0.009897933889440602,,,,
155870,Keukens,Overigen keukens,HANGKASTEN,OPT W606-3 X-TRADE HANGKAST 60CM VOOR WASEMKAP,OPT W606-3 X-TRADE WALL UNIT 60CM FOR RANGE HOOD,OPT W606-3 X-TRADE MEUBLE HAUTE 60CM HOTTE,0.5476556861814676,0.012131444287033277,,,,
231184,Verlichting,Interieurverlichting,HANGLAMPEN,RANEX PLAFONDLAMP Ø40CM 3XE14 TEXT WIT,RANEX CEILING LIGHT Ø40CM 3XE14 TEXT WHITE, ,0.5519321694541047,0.007774855341409315,,,,
322528,Tuin,Gaas- en hekwerk,HARMONICA GAAS,"ES CHAIN LINK FENCE PVC 2"" X BWG12.5/9 X 6FT X 50FT GREEN","ES CHAIN LINK FENCE PVC 2"" X BWG12.5/9 X 6FT X 50FT GREEN", ,0.7020685506765065,0.003200670431850239,,,,
310756,Tuin,Gaas- en hekwerk,HARMONICA GAAS,"ES GATE FORK LATCH 2-3/8"" X 1-5/8""","ES GATE FORK LATCH 2-3/8"" X 1-5/8""", ,0.9750031763424377,0.008290252618062821,,,,
86396,Elektra,Overigen elektra,HASPELAS,HASPELAS Ø 57 X 33 L=1500 MM, , ,0.4853494128235927,0.002468475284910454,,,,
93350,Sanitair,Waterleiding installatiematerialen,HDPE HULPSTUKKEN,"MAGNUM ZMP OVERG KOPPELING 20 X 1"" BU SDR11 PN16", , ,0.5564118176071067,0.0012965801988609194,,,,
195436,Diversen,,HEFTRUCK,HYSTER DIESEL HEFTRUCK 4 TON TYPE H4.00XL/5, , ,0.7654893923835207,0.012117664713662712,,,,
89009,Ijzerwaren,Bevestigingsmaterialen,HOEKANKERS,HOEK 40 X 60 60 X 2.5 SV, , ,0.21868164051768813,0.007566612984391208,,,,
64970,"Ijzer, staal en non-ferro",Profielen,HOEKIJZER,HOEKIJZER 50X50X6MM VERZ L=6M,ANGLE IRON 50X50X6MM GALV L=6M, ,0.29370504069410697,0.0023127358843714196,,,,
87868,"Ijzer, staal en non-ferro",Profielen,HOEKIJZER,HOEKIJZER 100X100X10MM ZWART L=6M, , ,0.1104952322348286,0.005126633105636325,,,,
12331,"Ijzer, staal en non-ferro",Profielen,HOEKIJZER,HOEKIJZER 50X50X5MM VERZ L=6M,ANGLE IRON 50X50X5MM GALV L=6M, ,0.18674714348729138,0.007272347452840222,,,,
107554,"Ijzer, staal en non-ferro",Profielen,HOEKIJZER,HOEKIJZER 50X30X5MM ZWART L=6M, , ,0.1891371210070879,0.008859677321358839,,,,
23003,"Ijzer, staal en non-ferro",Profielen,HOEKIJZER,HOEKIJZER 40X40X3MM VERZ L=6M, , ,0.33030355695919233,0.011181327017783849,,,,
88136,Sanitair,Baden en douchebakken,HOEKINSTAP,NOV STAR LOS DEEL HOEKINSTAP 84-90 X 185 CM, , ,0.8044785935250982,0.004479470447240508,,,,
134622,Diversen,,HOESLAKENS,LF HOESLAKEN TODAY 90 X 190 CM LICHT GRIJS, ,LF DRAP HOUSSE TODAY 90 X 190 CM ZINC,0.7693697975892632,0.0011790854688485952,,,,
216110,Diversen,,HOME DECO,KOM 32X10CM RECYCLED GLAS GROEN,BOWL 32X10CM RECYCLED GLASS GREEN, ,0.24931427656400107,0.00206417887885757,,,,
216097,Diversen,,HOME DECO,STOLP MET BORD 32X24CM GLAS HELDER,CLOCHE WITH PLATE 32X24CM GLASS CLEAR, ,0.3711232835111823,0.0067649091577657305,,,,
147291,Sanitair,Kranen,HOOFDDOUCHES,HANSA VIVA HOOFDDOUCHE 25 X 25 CM + ARM 35 CM CHR, , ,0.6858982754405699,0.0025739372378689174,,,,
17078,Verf en behang,Verf,HOUTBESCHERMING,TENCOTOP 750 ML 57-OKERGEEL, , ,0.778541841537926,0.000436395069648321,,,,
187516,Hout- en bouwmaterialen,Hout,HOUTEN PANELEN,CANDO FSC MASSIEF PANEEL 18MM 200X30CM GRENEN,CANDO FSC SOLID PANEL 18MM 200X30CM PINE, ,0.2064142746351636,0.00342805929943768,,,,
166536,Huishoud,Overigen huishoud,HUISHOUD,WATERKOKER 1.7 L DRAADLOOS ZWART,JUG KETTLE 1.7 L CORDLESS BLACK, ,0.5139951605817722,0.002743810077511677,,,,
259006,Huishoud,Overigen huishoud,HUISHOUD,VOETBORSTEL 1KANT PSTEEN 1KANT BORSTEL NAT,FOOT BRUSH 1SIDE PSTONE 1SIDE BRUSH NAT, ,0.5366816958610832,0.0044675849061860395,,,,
205379,Huishoud,,HUISHOUD,CAMERA BAG 4ASS KLEUR,CAMERA BAG 4ASS CLR, ,0.11285826816557443,0.005869528676022973,,,,
197386,Huishoud,Overigen huishoud,HUISHOUD,GORDIJNRINGEN SET12 PP BRUIN,CURTAIN RINGS SET12 PP BROWN,SET 12PCS PVC ANNEAUX DE RIDEAU BRUN,0.8378545869124555,0.008406768808320475,,,,
205378,Huishoud,,HUISHOUD,LAPTOP MAT NEOPRENE,LAPTOP SLEEVE NEOPRENE, ,0.35814938087079495,0.008434318990116929,,,,
171921,Huishoud,Overigen huishoud,HUISHOUD,BLENDER 1.5L 350W WIT,BLENDER 1.5L 350W WHITE, ,0.5165560514593305,0.009587994703584957,,,,
